setting,target_outcome,target_policy,target_k,r,functional,n_staircase_blocks,N_parts,T_parts,Psi0,Psi1,Delta_h,Psi0_matrix,Delta_h_matrix,tensor_minus_matrix,bootstrap_id,bootstrap_type,bootstrap_error
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,ATE,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",0.7790167252267389,1.3772759856630825,0.5982592604363436,1.2523425016243046,0.12493348403877791,-0.4733257763975657,35,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,Trend,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",-0.029151858625362976,-0.0880045351473923,-0.05885267652202933,0.03486392717852727,-0.12286846232591958,-0.06401578580389025,35,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,ATE,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",0.05112616930129863,0.2597491039426523,0.2086229346413537,0.16574737119318766,0.09400173274946466,-0.11462120189188904,36,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,Trend,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",-0.005628225622531282,-0.006343537414965987,-7.153117924347044e-4,-0.033043139459974044,0.026699602045008056,0.02741491383744276,36,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,ATE,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",0.5774025260352527,0.4982437275985664,-0.07915879843668627,-0.48162293247901494,0.9798666600775814,1.0590254585142675,37,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,Trend,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",-0.03640127636267626,-0.004036281179138316,0.03236499518353794,-0.04291221496971518,0.03887593379057686,0.00651093860703892,37,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,ATE,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",0.6212298830461286,1.1079569892473111,0.48672710620118254,0.7945676748708064,0.31338931437650475,-0.1733377918246778,38,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,Trend,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",-0.02132292211841153,0.008032879818594105,0.029355801937005637,-0.005275902818946838,0.013308782637540944,-0.016047019299464692,38,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,ATE,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",0.27107392943273534,0.4191397849462365,0.14806585551350115,0.358445263425855,0.06069452152038152,-0.08737133399311964,39,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,Trend,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",-0.010565858032034118,-0.004665532879818589,0.005900325152215529,-0.014318862949926873,0.009653330070108285,0.0037530049178927556,39,target_layer_only_fixed_anchors,NA
